"","ï..License.Serial.Number","License.Type.Name","License.Class.Code","License.Type.Code","Agency.Zone.Office.Name","Agency.Zone.Office.Number","County.Name..Licensee.","Premises.Name","Doing.Business.As..DBA.","Actual.Address.of.Premises..Address1.","Additional.Address.Information..Address2.","City","State","Zip","License.Certificate.Number","License.Original.Issue.Date","License.Effective.Date","License.Expiration.Date","Latitude","Longitude","Location"
"576",2213932,"WINERY",301,"DW","Albany",2,"ONONDAGA","ANHEUSER BUSCH LLC","","2885 BELGIUM RD","","BALDWINSVILLE","NY",13027,910619,2018-12-12,2018-12-12,2021-11-30,43.16539,-76.31038,"(43.16539, -76.31038)"
"577",3153235,"BREWER",101,"D","Buffalo",3,"ONTARIO","CONSTELLATION BRANDS INC","","116 BUFFALO ST","","CANANDAIGUA","NY",14424,918653,2014-08-15,2019-07-01,2020-06-30,42.8964164,-77.29376828,"(42.8964164, -77.29376828)"
"578",3155421,"DISTILLER ""B""",202,"DB","Buffalo",3,"ONTARIO","CONSTELLATION BRANDS INC","","116 BUFFALO ST","","CANANDAIGUA","NY",14424,894035,2014-10-24,2017-10-04,2020-09-30,42.89829,-77.29629,"(42.89829, -77.29629)"
"579",3159936,"FARM BREWER",106,"FD","Buffalo",3,"ONTARIO","DCL BEVERAGE LLC","WEBE BREWING COMPANY","796 PRE EMPTION RD","","GENEVA","NY",14456,999999,2018-01-10,2019-01-01,2021-12-31,42.86295,-77.01104,"(42.86295, -77.01104)"
"580",3158554,"FARM BREWER",106,"FD","Buffalo",3,"ONTARIO","REINVENTION BREWING LLC","REINVENTION BREWING COMPANY","9 N MAIN ST","","MANCHESTER","NY",14504,999999,2017-04-12,2017-12-20,2020-11-30,42.96984,-77.23045,"(42.96984, -77.23045)"
"581",3158287,"FARM BREWER",106,"FD","Buffalo",3,"ONTARIO","TWISTED RAIL BREWING COMPANY LLC","","169 LAKESHORE DR","","CANANDAIGUA","NY",14424,909280,2017-03-23,2018-11-01,2019-10-31,42.87499,-77.2621,"(42.87499, -77.2621)"
"582",3156854,"FARM BREWER",106,"FD","Buffalo",3,"ONTARIO","BREWERY SERVICES INC","TWIN ELDER BREWERY","160 SCHOOL ST","STE 5","VICTOR","NY",14564,909106,2015-12-23,2018-12-01,2019-11-30,42.98038,-77.41743,"(42.98038, -77.41743)"
"584",3157889,"FARM BREWER",106,"FD","Buffalo",3,"ONTARIO","PEACEMAKER BREWING COMPANY LLC","","20 PLEASANT ST","STE B","CANANDAIGUA","NY",14424,908992,2016-11-01,2018-11-01,2019-10-31,42.88835,-77.2788,"(42.88835, -77.2788)"
"585",3162163,"FARM BREWER",106,"FD","Buffalo",3,"ONTARIO","SAVANGELA LLC","CRAFTY ALES AND LAGERS","2 EXCHANGE ST","","PHELPS","NY",14532,99999,2019-04-02,2019-05-01,2022-04-30,42.95782,-77.05683,"(42.95782, -77.05683)"
"588",3162008,"FARM DISTILLER ""D""",207,"DD","Buffalo",3,"ONTARIO","SOB DISTILLERS LLC","TUITION DISTILLING COMPANY","5310 NORTH ST","BLDG 1","CANANDAIGUA","NY",14424,849500,2019-03-06,2019-03-06,2022-02-28,42.90161,-77.30536,"(42.90161, -77.30536)"
"589",3154331,"FARM DISTILLER ""D""",207,"DD","Buffalo",3,"ONTARIO","LEYLINE DISTILLERY INC","SPYGLASS SPIRITS","122 N GENESEE ST","","GENEVA","NY",14456,914788,2014-04-21,2019-04-23,2022-03-31,42.87963689,-76.98399677,"(42.87963689, -76.98399677)"
"590",3159287,"FARM WINERY",302,"FW","Buffalo",3,"ONTARIO","BRISTOL VALLEY VINEYARDS INC","BRISTOL VALLEY VINEYARDS","7235 LANE RD","","BLOOMFIELD","NY",14469,848854,2017-08-02,2017-08-02,2020-07-31,42.81807,-77.42628,"(42.81807, -77.42628)"
"591",3149999,"FARM WINERY",302,"FW","Buffalo",3,"ONTARIO","RAYMOR ESTATE CELLARS LLC","RAYMOR ESTATE CELLARS","3263 WHEELER STATION RD","","BLOOMFIELD","NY",14469,918149,2011-06-13,2019-06-01,2022-05-31,42.86871667,-77.38008917,"(42.86871667, -77.38008917)"
"592",3153737,"FARM WINERY",302,"FW","Buffalo",3,"ONTARIO","SONG HILL WINERY LLC","","521 COUNTY RD 9","","VICTOR","NY",14564,884689,2013-10-01,2016-10-01,2019-09-30,43.01403307,-77.39854334,"(43.01403307, -77.39854334)"
"593",3151259,"FARM WINERY",302,"FW","Buffalo",3,"ONTARIO","FORKING PATHS VINEYARDS INC","RAVINES WINE CELLARS","400 BARRACKS RD","","GENEVA","NY",14456,913306,2012-04-20,2019-03-01,2022-02-28,42.57644198,-76.92979025,"(42.57644198, -76.92979025)"
"594",3139605,"FARM WINERY",302,"FW","Buffalo",3,"ONTARIO","5 KINDER FARM LLC","INSPIRE MOORE WINERY AND VINEYARD","197 N MAIN ST","","NAPLES","NY",14512,914693,2009-05-07,2019-05-01,2022-04-30,42.62553343,-77.39525442,"(42.62553343, -77.39525442)"
"595",3156910,"FARM WINERY",302,"FW","Buffalo",3,"ONTARIO","EMPIRE CIDER COMPANY LLC","EMPIRE CIDER CENTER/THE CIDER LAB","500 TECHNOLOGY FARM DR","STE L01 FLEX TECH BLDG","GENEVA","NY",14456,885359,2016-09-19,2016-09-19,2019-08-31,42.87236,-77.00827,"(42.87236, -77.00827)"
"596",3162244,"FARM WINERY",302,"FW","Buffalo",3,"ONTARIO","STAR CIDER LLC","","3365 STATE RTE 364","","CANANDAIGUA","NY",14424,918744,2019-05-06,2019-07-01,2022-06-30,42.86634,-77.24983,"(42.86634, -77.24983)"
"597",3134717,"FARM WINERY",302,"FW","Buffalo",3,"ONTARIO","BILLSBORO VINEYARDS AND WINERY LLC","BILLSBORO WINERY","4760 W LAKE ROAD","","GENEVA","NY",14456,920032,2007-10-22,2019-10-01,2022-09-30,42.79820984,-76.97776425,"(42.79820984, -76.97776425)"
"598",3154100,"FARM WINERY",302,"FW","Buffalo",3,"ONTARIO","NEW YORK STATE WINE AND CULINARY CENTER INC, THE","NEW YORK KITCHEN","800 S MAIN ST","","CANANDAIGUA","NY",14424,849204,2013-11-26,2018-05-31,2019-10-31,42.87631642,-77.27314285,"(42.87631642, -77.27314285)"
"599",3012063,"FARM WINERY",302,"FW","Buffalo",3,"ONTARIO","ARBOR HILL ASSOCIATES INC","NAPLES VALLEY WINE CELLARS","6259 HAWKS RD","","NAPLES","NY",14512,919217,1988-08-30,2019-08-01,2022-07-31,42.70738182,-77.38041815,"(42.70738182, -77.38041815)"
"600",3150174,"FARM WINERY",302,"FW","Buffalo",3,"ONTARIO","LACEY MAGRUDER VINEYARD & WINERY INC","","462 ARMSTRONG RD","","GENEVA","NY",14456,920031,2011-10-20,2019-10-01,2022-09-30,42.80111647,-76.99710055,"(42.80111647, -76.99710055)"
"601",3157954,"FARM WINERY",302,"FW","Buffalo",3,"ONTARIO","WICKED WATER LLC","","479 CASTLE ST","","GENEVA","NY",14456,848526,2016-10-12,2016-10-12,2019-09-30,42.87007,-76.99714,"(42.87007, -76.99714)"
"602",3103325,"FARM WINERY",302,"FW","Buffalo",3,"ONTARIO","SONNENBERG GARDENS","FINGER LAKES WINE CENTER","151 CHARLOTTE ST","NOT FOR PROFIT","CANANDAIGUA","NY",14424,918193,2000-06-01,2019-06-01,2022-05-31,42.89763257,-77.27551224,"(42.89763257, -77.27551224)"
"603",3160421,"MICRO BREWER",101,"MI","Buffalo",3,"ONTARIO","DCL BEVERAGE LLC","WEBE BREWING COMPANY","796 PRE EMPTION RD","","GENEVA","NY",14456,999999,2018-03-26,2019-01-01,2021-12-31,42.86295,-77.01104,"(42.86295, -77.01104)"
"604",3161944,"MICRO BREWER",101,"MI","Buffalo",3,"ONTARIO","NEW YORK BEER PROJECT LLC","NEW YORK BEER PROJECT","300 HIGH ST","","VICTOR","NY",14564,849471,2019-02-01,2019-02-01,2020-01-31,43.02405,-77.4347,"(43.02405, -77.4347)"
"605",3156031,"MICRO BREWER",101,"MI","Buffalo",3,"ONTARIO","NOBLE SHEPHERD LLC","NOBLE SHEPHERD CRAFT BREWERY","7853 RTE 20A","","BLOOMFIELD","NY",14469,920148,2015-08-03,2019-08-01,2020-07-31,42.9018,-77.46703,"(42.9018, -77.46703)"
"607",3158553,"MICRO BREWER",101,"MI","Buffalo",3,"ONTARIO","YOUNG LION BREWING COMPANY LLC","","24 LAKESHORE DR","","CANANDAIGUA","NY",14424,914474,2017-05-01,2019-05-01,2020-04-30,42.87577,-77.26992,"(42.87577, -77.26992)"
"608",3148743,"MICRO BREWER",101,"MI","Buffalo",3,"ONTARIO","CHOSEN SPOT BREWING COMPANY INC","NAKED DOVE BREWING COMPANY","4048 ROUTE 5 & 20","","CANANDAIGUA","NY",14424,907873,2010-10-29,2018-10-01,2019-09-30,42.86603789,-77.22316921,"(42.86603789, -77.22316921)"
"609",3159178,"MICRO BREWER",101,"MI","Buffalo",3,"ONTARIO","IRISH MAFIA BREWING CO LLC, THE","","2971 WHALEN RD","","EAST BLOOMFIELD","NY",14469,908508,2017-10-31,2018-10-01,2019-09-30,42.88374,-77.38886,"(42.88374, -77.38886)"
"611",3152880,"MICRO BREWER",101,"MI","Buffalo",3,"ONTARIO","SAVANGELA LLC","CRAFTY ALES AND LAGERS","2 EXCHANGE ST","","PHELPS","NY",14532,999999,2013-05-28,2019-05-01,2022-04-30,42.9579339,-77.05696203,"(42.9579339, -77.05696203)"
"612",3160069,"MICRO BREWER",101,"MI","Buffalo",3,"ONTARIO","REINVENTION BREWING LLC","REINVENTION BREWING COMPANY","9 N MAIN ST","","MANCHESTER","NY",14504,999999,2017-12-20,2017-12-20,2020-11-30,42.96984,-77.23045,"(42.96984, -77.23045)"
"613",3154475,"RESTAURANT BREWER",210,"MR","Buffalo",3,"ONTARIO","FINGER LAKES FOODSERVICE INC","SEVENS BREW PUB","RTE 96 & BEAVER CREEK RD","","FARMINGTON","NY",14425,890068,2014-05-13,2017-05-01,2020-04-30,42.97442,-77.34887,"(42.97442, -77.34887)"
"614",3154880,"RESTAURANT BREWER",210,"MR","Buffalo",3,"ONTARIO","DOBBERS SPORTS BAR & GRILL LLC","THREE HUSKIES BREWING","401 LAKESHORE DR","","CANANDAIGUA","NY",14424,891390,2014-07-14,2017-07-01,2020-06-30,42.87243,-77.25139,"(42.87243, -77.25139)"
"615",3012045,"WINERY",301,"DW","Buffalo",3,"ONTARIO","CONSTELLATION BRANDS INC","","116 BUFFALO ST","","CANANDAIGUA","NY",14424,883714,1974-10-01,2016-10-01,2019-09-30,42.89646521,-77.2938024,"(42.89646521, -77.2938024)"
"616",3149602,"WINERY",301,"DW","Buffalo",3,"ONTARIO","L & D ACQUISITION LLC","","1 LAKE NIAGARA LANE","","NAPLES","NY",14512,912857,2011-02-03,2019-02-01,2022-01-31,42.62147967,-77.39838893,"(42.62147967, -77.39838893)"
"617",2212955,"DISTILLER ""A-1""",206,"DA","Albany",2,"ORANGE","BLACK DIRT DISTILLING LLC","BLACK DIRT DISTILLING CO","385 GLENWOOD RD","","PINE ISLAND","NY",10969,883295,2018-09-06,2018-09-06,2021-08-31,41.27941,-74.48116,"(41.27941, -74.48116)"
"618",2200610,"DISTILLER ""A-1""",206,"DA","Albany",2,"ORANGE","FERREIRA CARPENTER ESTATES LLC","FERREIRA CARPENTER WINERY","62 W RIDGE RD","","WARWICK","NY",10990,894774,2017-09-07,2017-09-07,2020-08-31,41.28097,-74.36792,"(41.28097, -74.36792)"
"619",2211977,"DISTILLER ""A-1""",206,"DA","Albany",2,"ORANGE","WARWICK VALLEY WINE CO INC","WARWICK VALLEY DISTILLERY","114 LITTLE YORK RD","CT RTE 1A EAST & ST EVE RD","WARWICK","NY",10990,883011,2018-06-22,2018-06-22,2019-12-31,41.28977,-74.44183,"(41.28977, -74.44183)"
"620",9006902,"DISTILLER ""B-1""",205,"DB","Albany",2,"ORANGE","SHLOIMES SLIVOVITZ INC","CASTLE SPIRITS","18 QUICKWAY ROAD","UNIT 201","MONROE","NY",10950,896739,NA,2018-04-01,2021-03-31,41.33588604,-74.1707898,"(41.33588604, -74.1707898)"
"621",2118740,"DISTILLER ""C""",204,"DC","Albany",2,"ORANGE","DEMAREST HILL WINERY INC","","81 PINE ISLAND TPKE","MELODY LN & FOLEY RD","WARWICK","NY",10990,901000,2003-08-07,2018-08-01,2021-07-31,41.26686155,-74.3715121,"(41.26686155, -74.3715121)"
"622",2008118,"DISTILLER ""C""",204,"DC","Albany",2,"ORANGE","SHLOIMES SLIVOVITZ INC","CASTLE SPIRITS","18 QUICKWAY ROAD","","MONROE","NY",10950,883767,NA,2016-10-01,2019-09-30,41.33585167,-74.17073307,"(41.33585167, -74.17073307)"
"623",2198933,"FARM BREWER",106,"FD","Albany",2,"ORANGE","HERITAGE RESTORATION PROPERTIES LLC","CLEMSON BROS BREWERY","14 COTTAGE ST","","MIDDLETOWN","NY",10940,903157,2015-09-09,2018-09-01,2019-08-31,41.44709,-74.4161,"(41.44709, -74.4161)"
"624",2201163,"FARM BREWER",106,"FD","Albany",2,"ORANGE","EQUILIBRIUM BREWERY LLC","","22 HENRY ST","","MIDDLETOWN","NY",10940,918539,2016-08-25,2019-08-01,2020-07-31,41.44623,-74.42222,"(41.44623, -74.42222)"
"625",2201351,"FARM BREWER",106,"FD","Albany",2,"ORANGE","PENNINGS FARM CIDERY LLC","","4 WARWICK TPK","","WARWICK","NY",10990,912636,2016-03-25,2019-03-01,2020-02-29,41.23625,-74.38253,"(41.23625, -74.38253)"
"626",2195664,"FARM BREWER",106,"FD","Albany",2,"ORANGE","HEIRLOOM FARMS LLC","WESTTOWN BREW WORKS","236 SCHEFFLERS RD","","WESTTOWN","NY",10998,917569,2014-09-22,2018-09-01,2019-08-31,41.31371,-74.53493,"(41.31371, -74.53493)"
"627",2203269,"FARM BREWER",106,"FD","Albany",2,"ORANGE","KRAFTIFY LLC","PINE ISLAND BREWING","682 COUNTY ROUTE 1","SUITE B","PINE ISLAND","NY",10969,879071,2016-05-04,2017-08-01,2020-07-31,41.29749,-74.46587,"(41.29749, -74.46587)"
"628",2208580,"FARM BREWER",106,"FD","Albany",2,"ORANGE","ORANGE COUNTY HOPS LLC","THE BREWERY AT ORANGE COUNTY HOPS","771 RTE 52","","WALDEN","NY",12586,908800,2017-12-05,2018-12-01,2019-11-30,41.55515,-74.14721,"(41.55515, -74.14721)"
"629",2203707,"FARM BREWER",106,"FD","Albany",2,"ORANGE","RUSHING DUCK BREWING COMPANY LLC","","1 BATTIATO LN","","CHESTER","NY",10918,918511,2016-06-22,2019-06-01,2020-05-31,41.36201,-74.27024,"(41.36201, -74.27024)"
"630",2211696,"FARM BREWER",106,"FD","Albany",2,"ORANGE","GLENMERE BREWING COMPANY INC","GLENMERE BREWING COMPANY","55 MAPLE AVE","WILLETT ST. EXTENSION","FLORIDA","NY",10921,999999,2018-05-21,2019-05-01,2022-04-30,41.33541,-74.36033,"(41.33541, -74.36033)"
"631",2210269,"FARM BREWER",106,"FD","Albany",2,"ORANGE","LONG LOT FARM BREWERY LLC","","153 JOHNSON RD","","CHESTER","NY",10918,911260,2018-01-30,2019-01-01,2019-12-31,41.38296,-74.25974,"(41.38296, -74.25974)"
"632",2194012,"FARM DISTILLER ""D""",207,"DD","Albany",2,"ORANGE","ORANGE COUNTY DISTILLERY LLC","","19 MALONEY LN","","GOSHEN","NY",10924,888254,2014-04-28,2017-04-01,2020-03-31,41.35373819,-74.38799487,"(41.35373819, -74.38799487)"
"633",2199328,"FARM DISTILLER ""D""",207,"DD","Albany",2,"ORANGE","APPLE DAVE'S DISTILLERY LLC","","82 FOUR CORNERS RD","BUILDING B","WARWICK","NY",10990,883901,2015-09-08,2016-09-01,2019-08-31,41.29533,-74.30714,"(41.29533, -74.30714)"
"634",2212956,"FARM DISTILLER ""D""",207,"DD","Albany",2,"ORANGE","BLACK DIRT DISTILLING LLC","BLACK DIRT DISTILLING CO","385 GLENWOOD RD","","PINE ISLAND","NY",10969,883296,2018-09-06,2018-09-06,2021-08-31,41.27941,-74.48116,"(41.27941, -74.48116)"
"635",2142615,"FARM DISTILLER ""D""",207,"DD","Albany",2,"ORANGE","WARWICK VALLEY WINE CO INC","WARWICK VALLEY DISTILLERY","114 LITTLE YORK RD","CT RTE 1A EAST & ST EVE RD","WARWICK","NY",10990,886835,2009-01-09,2017-01-01,2019-12-31,41.2937858,-74.43713832,"(41.2937858, -74.43713832)"
"636",2189428,"FARM WINERY",302,"FW","Albany",2,"ORANGE","ORCHARD HILL CIDER MILL LLC","","29 SOONS CIR","","NEW HAMPTON","NY",10958,919408,2013-08-21,2019-08-01,2022-07-31,41.40272578,-74.40327562,"(41.40272578, -74.40327562)"
"637",2008194,"FARM WINERY",302,"FW","Albany",2,"ORANGE","PAZDAR BEVERAGE COMPANY LLC","","6 LADDIE RD","","MIDDLETOWN","NY",10941,911377,NA,2019-01-01,2021-12-31,41.46814259,-74.36269359,"(41.46814259, -74.36269359)"
"638",2206230,"FARM WINERY",302,"FW","Albany",2,"ORANGE","WILD ARC FARM INC","","918 HILL AVE","","PINE BUSH","NY",12566,889294,2017-05-05,2017-05-05,2020-04-30,41.5934,-74.27858,"(41.5934, -74.27858)"
"639",2008196,"FARM WINERY",302,"FW","Albany",2,"ORANGE","APPLEWOOD WINERY LLC","APPLEWOOD WINERY","82 FOUR CORNERS RD","","WARWICK","NY",10990,919048,2002-01-08,2019-07-01,2022-06-30,41.29305502,-74.31564522,"(41.29305502, -74.31564522)"
"640",2153285,"FARM WINERY",302,"FW","Albany",2,"ORANGE","WARWICK VALLEY WINE CO INC","WARWICK VALLEY WINE","371 GLENWOOD RD","RT 1 & NEWPORT BRIDGE RD","PINE ISLAND","NY",10969,913355,2010-03-31,2019-03-01,2022-02-28,41.28278378,-74.47663047,"(41.28278378, -74.47663047)"
"641",2193759,"FARM WINERY",302,"FW","Albany",2,"ORANGE","CHRISTOPHER JACOBS WINERY AT PENNINGS VINEYARDS LL","CHRISTOPHER JACOBS WINERY AT PENNINGS VINEYARDS","320 CRAWFORD ST","","PINE BUSH","NY",12566,891115,2014-06-05,2017-06-01,2020-05-31,41.59897702,-74.35027259,"(41.59897702, -74.35027259)"
"642",2113509,"FARM WINERY",302,"FW","Albany",2,"ORANGE","PALAIA VINEYARDS INC","PALAIA VINEYARDS","20 SWEET CLOVER ROAD","","HIGHLAND MILLS","NY",10930,899588,2002-07-31,2018-07-01,2021-06-30,41.37886881,-74.10021487,"(41.37886881, -74.10021487)"
"643",2162299,"FARM WINERY",302,"FW","Albany",2,"ORANGE","FRANCIS J GRAESSLE AND KAREN M GRAESSLE","CLEARVIEW VINEYARD","35 CLEARVIEW LN","","WARWICK","NY",10990,886907,2010-11-04,2016-11-15,2019-10-31,41.3021545,-74.34624336,"(41.3021545, -74.34624336)"
"644",2197274,"FARM WINERY",302,"FW","Albany",2,"ORANGE","OCEANE VINEYARDS LLC","","1661 KINGS HWY","","CHESTER","NY",10918,894136,2014-12-08,2017-12-01,2020-11-30,41.32922,-74.28299,"(41.32922, -74.28299)"
"645",2201173,"MICRO BREWER",101,"MI","Albany",2,"ORANGE","EQUILIBRIUM BREWERY LLC","","22 HENRY ST","","MIDDLETOWN","NY",10940,918538,2016-08-25,2019-08-01,2020-07-31,41.44623,-74.42222,"(41.44623, -74.42222)"
"646",2208061,"MICRO BREWER",101,"MI","Albany",2,"ORANGE","FOX N HARE BREWING COMPANY LLC","","46 FRONT ST","","PORT JERVIS","NY",12771,907715,2017-09-15,2018-09-01,2019-08-31,41.3735,-74.69195,"(41.3735, -74.69195)"
"647",2184793,"MICRO BREWER",101,"MI","Albany",2,"ORANGE","RUSHING DUCK BREWING COMPANY LLC","","1 BATTIATO LN","","CHESTER","NY",10918,919255,2012-07-20,2019-07-01,2020-06-30,41.36197216,-74.27029093,"(41.36197216, -74.27029093)"
"648",2210228,"MICRO BREWER",101,"MI","Albany",2,"ORANGE","HERITAGE RESTORATION PROPERTIES LLC","CLEMSON BROS BREWERY","14 COTTAGE ST","","MIDDLETOWN","NY",10940,912366,2018-01-04,2019-01-01,2019-12-31,41.44704,-74.41551,"(41.44704, -74.41551)"
"649",2182889,"MICRO BREWER",101,"MI","Albany",2,"ORANGE","NEWBURGH BREWING COMPANY LLC","","88 S COLDEN ST","","NEWBURGH","NY",12550,913518,2012-03-22,2019-03-01,2020-02-29,41.5044515,-74.0068325,"(41.5044515, -74.0068325)"
"650",2201339,"MICRO BREWER",101,"MI","Albany",2,"ORANGE","GLENMERE BREWING COMPANY INC","GLENMERE BREWING COMPANY","55 MAPLE AVE","WILLETT ST. EXTENSION","FLORIDA","NY",10921,999999,2016-05-20,2019-05-01,2022-04-30,41.33539,-74.35998,"(41.33539, -74.35998)"
"651",2199469,"MICRO BREWER",101,"MI","Albany",2,"ORANGE","KRAFTIFY LLC","PINE ISLAND BREWING","682 COUNTY RTE 1","SUITE B","PINE ISLAND","NY",10969,880306,2015-08-13,2017-08-01,2020-07-31,41.29727,-74.46572,"(41.29727, -74.46572)"
"652",2008123,"WINERY",301,"DW","Albany",2,"ORANGE","BROTHERHOOD AMERICA'S OLDEST WINERY LTD","BROTHERHOOD VINECREST CO","100 BROTHERHOOD PLAZA DR","","WASHINGTONVILLE","NY",10992,919703,NA,2019-09-01,2022-08-31,41.43069504,-74.1615352,"(41.43069504, -74.1615352)"
"653",2214974,"WINERY",301,"DW","Albany",2,"ORANGE","GRAFT CIDER LLC","GRAFT CIDER","218 ANN ST","","NEWBURGH","NY",12550,910942,2019-04-22,2019-04-22,2022-03-31,41.49987,-74.01707,"(41.49987, -74.01707)"
"654",2008122,"WINERY",301,"DW","Albany",2,"ORANGE","DEMAREST HILL WINERY INC","","81 PINE ISLAND TPKE","","WARWICK","NY",10990,913646,NA,2019-04-01,2022-03-31,41.26686155,-74.3715121,"(41.26686155, -74.3715121)"
"655",2197043,"WINERY",301,"DW","Albany",2,"ORANGE","ENGEL WINES CORP","","6 QUICKWAY RD","","MONROE","NY",10950,896513,2015-02-06,2018-02-01,2021-01-31,41.33611,-74.17302,"(41.33611, -74.17302)"
"656",2198477,"WINERY",301,"DW","Albany",2,"ORANGE","ANGRY ORCHARD CIDER COMPANY LLC","","2241 ALBANY POST RD","","WALDEN","NY",12586,909948,2015-11-18,2018-11-08,2021-10-31,41.58711,-74.22169,"(41.58711, -74.22169)"
"657",2200609,"WINERY",301,"DW","Albany",2,"ORANGE","FERREIRA CARPENTER ESTATES LLC","FERREIRA CARPENTER WINERY","62 W RIDGE RD","","WARWICK","NY",10990,886135,2016-11-28,2016-11-28,2019-10-31,41.28097,-74.36792,"(41.28097, -74.36792)"
"658",3160042,"FARM DISTILLER ""D""",207,"DD","Buffalo",3,"ORLEANS","PIC YER POISON INC","","10984 W YATES CENTER RD","","LYNDONVILLE","NY",14098,849202,2018-05-29,2018-05-29,2021-04-30,43.33619,-78.41199,"(43.33619, -78.41199)"
"659",3135091,"FARM WINERY",302,"FW","Buffalo",3,"ORLEANS","LEONARD OAKES ESTATE WINERY INC","LEONARD OAKES ESTATE","11540 PLATTEN ROAD","","LYNDONVILLE","NY",14098,912803,2013-05-09,2019-02-01,2022-01-31,43.32129211,-78.37627044,"(43.32129211, -78.37627044)"
"660",3154243,"FARM WINERY",302,"FW","Buffalo",3,"ORLEANS","ALEXANDER R SALAMACA","SALAMACA ESTATE WINERY","2660 HINDSBURG RD","","ALBION","NY",14411,888150,2014-02-24,2017-02-01,2020-01-31,43.28656325,-78.1052364,"(43.28656325, -78.1052364)"
"661",3137685,"FARM WINERY",302,"FW","Buffalo",3,"ORLEANS","SCHWENK WINE CELLARS LLC","SCHWENK WINE CELLARS MALLARD POINT VINEYARDS","1456 BILLS ROAD","RTE 18 & MARSH CREEK RD","KENT","NY",14477,913814,2008-04-09,2019-04-01,2022-03-31,43.34537452,-78.14963688,"(43.34537452, -78.14963688)"
"662",3154901,"WINERY",301,"DW","Buffalo",3,"ORLEANS","810 MEADWORKS LLC","","113 W CENTER ST","SUITE 1","MEDINA","NY",14103,892646,2014-08-21,2017-08-01,2020-07-31,43.22033,-78.38766,"(43.22033, -78.38766)"
"663",2215042,"DISTILLER ""A-1""",206,"DA","Albany",2,"OSWEGO","LOCK 1 DISTILLING COMPANY LLC","","17 CULVERT ST","","PHOENIX","NY",13135,99999,2019-03-12,2019-03-12,2019-12-31,43.23058,-76.30143,"(43.23058, -76.30143)"
"665",2203704,"FARM DISTILLER ""D""",207,"DD","Albany",2,"OSWEGO","LOCK 1 DISTILLING COMPANY LLC","","17 CULVERT ST","","PHOENIX","NY",13135,848588,2017-01-12,2017-01-12,2019-12-31,43.23058,-76.30143,"(43.23058, -76.30143)"
"666",2506236,"FARM WINERY",302,"FW","Albany",2,"OSWEGO","LEON, LEROY & CRAIG HURLBUT","ASHLEY LYNN WINERY","4142 STATE ROUTE 104","","MEXICO","NY",13114,915436,1999-06-14,2019-06-01,2022-05-31,43.47746411,-76.30488559,"(43.47746411, -76.30488559)"
"667",2198379,"FARM WINERY",302,"FW","Albany",2,"OSWEGO","BELLA FATTORIA INC","BELLA FATTORIA WINERY","180 WILTSIEVILLE RD","","HANNIBAL","NY",13074,894483,2014-12-23,2017-12-01,2020-11-30,43.33723,-76.59282,"(43.33723, -76.59282)"
"668",2212635,"FARM WINERY",302,"FW","Albany",2,"OSWEGO","GRACE TYLER ESTATE WINERY LLC","","1180 STATE RTE 49","BLDG 1","CONSTANTIA","NY",13044,908414,2018-10-19,2018-10-19,2021-09-30,43.24637,-75.97801,"(43.24637, -75.97801)"
"669",2192021,"DISTILLER ""B-1""",205,"DB","Albany",2,"OTSEGO","COOPERSTOWN DISTILLERY LLC","COOPERSTOWN DISTILLERY","11 RAILROAD AVE","","COOPERSTOWN","NY",13326,884316,2013-10-08,2016-10-01,2019-09-30,42.6998534,-74.93205212,"(42.6998534, -74.93205212)"
"670",2195983,"FARM BREWER",106,"FD","Albany",2,"OTSEGO","BUTTERNUTS BEER AND ALE LLC","","4020 STATE HWY 51","","GARRATTSVILLE","NY",13342,914794,2014-05-30,2019-05-01,2020-04-30,42.62775,-75.18634,"(42.62775, -75.18634)"
"672",2206035,"FARM BREWER",106,"FD","Albany",2,"OTSEGO","RED SHED BREWERY LLC","","817 BUTTER BOWL RD","","CHERRY VALLEY","NY",13320,907776,2017-10-13,2018-10-01,2019-09-30,42.75712,-74.80834,"(42.75712, -74.80834)"
"673",2192020,"FARM DISTILLER ""D""",207,"DD","Albany",2,"OTSEGO","COOPERSTOWN DISTILLERY LLC","COOPERSTOWN BEVERAGE EXCHANGE","11 RAILROAD AVE","","COOPERSTOWN","NY",13326,884315,2013-10-08,2016-10-01,2019-09-30,42.6998534,-74.93205212,"(42.6998534, -74.93205212)"
"674",2200574,"FARM DISTILLER ""D""",207,"DD","Albany",2,"OTSEGO","SAUVAGE BEVERAGES LLC","","107 WINNEY HILL RD","","ONEONTA","NY",13820,864594,2016-11-04,2016-11-04,2019-10-31,42.46076,-75.09212,"(42.46076, -75.09212)"
"675",2193291,"FARM WINERY",302,"FW","Albany",2,"OTSEGO","PAIL SHOP VINEYARDS LLC","","124 GOOSE ST","","FLY CREEK","NY",13337,889846,2014-04-29,2017-04-01,2020-03-31,42.71768179,-74.97157985,"(42.71768179, -74.97157985)"
"676",2160788,"FARM WINERY",302,"FW","Albany",2,"OTSEGO","BENNETT WINE COMPANY LLC","RUSTIC RIDGE WINERY","2805 STATE HWY 80","","BURLINGTON FLATS","NY",13315,919690,2010-09-30,2019-09-01,2022-08-31,42.72039207,-75.15935897,"(42.72039207, -75.15935897)"
